Req. No. | requirement | subject | s-tag | s-ner | s-type | verb | v-tag | vcat | vprocess | object | o-tag | o-ner | o-type | label 
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall indicate|VB|1|1|current date|NN|O|phenomenon|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user log in unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|other user currently log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|other user|JJ|O|person|log in|IN|1|0|other unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|other user|JJ|O|person|currently log in|IN|0|0|other unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|other user currently log in unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|other user log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user log|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|other user log|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|user|NN|O|person|currently log in|IN|0|0|other unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|user|NN|O|person|log in|IN|1|0|other unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|user currently log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|other user|NN|O|person|log in|IN|1|0|unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user currently log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user currently log|VBP|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|user log in other unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user currently log|VBP|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|user|NN|O|person|log in|IN|1|0|unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|user|NN|O|person|currently log in|IN|0|0|unitswithin|NN|O||-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|user log|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|user log|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user log in unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall show|VB|0|0|user currently log|VBP|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user currently log in unitswithin|NN|O|person|-1
204|The GUI shall indicate the current date and time, userâ€™s name, and workstation location name. The GUI shall also show other users currently logged in the other unitswithin the RLCS network.|GUI|NNP|O|communication|shall also show|VB|1|0|other user currently log in other unitswithin|NN|O|person|-1
